"","t","y","seq","sign"
"2612",8,-0.783891044759113,218,0
"2613",9,-1.77378928516072,218,0
"2614",10,-1.19025974334968,218,0
"2615",11,0.849512798823276,218,0
"2616",12,0.893989304223074,218,0
"2617",1,0,219,1
"2618",2,0.513152707323058,219,1
"2619",3,0.188466526769473,219,1
"2620",4,0.193562302743755,219,1
"2621",5,0.390750805952869,219,1
"2622",6,0.943228950599124,219,1
"2623",7,0.466342436766923,219,1
"2624",8,-0.0406152702829898,219,1
"2625",9,-0.837538302484833,219,1
"2626",10,-3.18060144823283,219,1
"2627",11,-3.22263978637964,219,1
"2628",12,-2.90945714417533,219,1
"2629",1,0,220,1
"2630",2,1.7651562044,220,1
"2631",3,1.8105887442516,220,1
"2632",4,1.50490057619866,220,1
"2633",5,0.922643251260756,220,1
"2634",6,1.10262934368125,220,1
"2635",7,-0.221924548370711,220,1
"2636",8,-0.549207490456978,220,1
"2637",9,-3.76549826072464,220,1
"2638",10,-3.41152287412934,220,1
"2639",11,-2.82235237058506,220,1
"2640",12,-3.45348812136741,220,1
"2641",1,0,221,1
"2642",2,0.852771883719007,221,1
"2643",3,-0.466599140234109,221,1
"2644",4,1.10985479125,221,1
"2645",5,0.477784535633753,221,1
"2646",6,0.402808101756103,221,1
"2647",7,0.618548708442784,221,1
"2648",8,-0.146934990967972,221,1
"2649",9,-0.939066898056685,221,1
"2650",10,-1.35581335146389,221,1
"2651",11,-3.21258218044561,221,1
"2652",12,-3.01296594178757,221,1
"2653",1,0,222,1
"2654",2,0.0870264499356204,222,1
"2655",3,-0.786134441859955,222,1
"2656",4,0.35845296622064,222,1
"2657",5,0.472585814079317,222,1
"2658",6,0.114182394930939,222,1
"2659",7,0.613092985071069,222,1
"2660",8,-0.231284124705855,222,1
"2661",9,1.18335090242749,222,1
"2662",10,1.52888367031574,222,1
"2663",11,1.35832471701611,222,1
"2664",12,3.29613445231834,222,1
"2665",1,0,223,0
"2666",2,-0.468723632489145,223,0
"2667",3,-2.62629554287576,223,0
"2668",4,-1.98961228672212,223,0
"2669",5,-2.88826532864118,223,0
"2670",6,-2.31942402506867,223,0
"2671",7,-1.13926909672503,223,0
"2672",8,-1.37037693798778,223,0
"2673",9,-1.71549499752084,223,0
"2674",10,-2.48897949022461,223,0
"2675",11,-1.65275841798838,223,0
"2676",12,-1.51686417347868,223,0
"2677",1,0,224,1
"2678",2,-0.0852101359970558,224,1
"2679",3,-0.957236058140051,224,1
"2680",4,-0.527615892722546,224,1
"2681",5,-0.363925146468078,224,1
"2682",6,-0.326464028000672,224,1
"2683",7,1.84214448129314,224,1
"2684",8,1.25138445709025,224,1
"2685",9,2.55212930725837,224,1
"2686",10,1.10940315139432,224,1
"2687",11,0.946110640705718,224,1
"2688",12,0.890974765068255,224,1
"2689",1,0,225,1
"2690",2,-0.638907965971482,225,1
"2691",3,0.554240975940006,225,1
"2692",4,0.74284391056785,225,1
"2693",5,-0.574976637189369,225,1
"2694",6,0.0580171529332153,225,1
"2695",7,2.01247783775441,225,1
"2696",8,3.1266753982748,225,1
"2697",9,1.08854709773626,225,1
"2698",10,1.43271974677398,225,1
"2699",11,1.82144205823747,225,1
"2700",12,2.78626810446879,225,1
"2701",1,0,226,0
"2702",2,-1.07918566334473,226,0
"2703",3,1.83638214345692,226,0
"2704",4,2.07823916439658,226,0
"2705",5,1.61423405038554,226,0
"2706",6,1.47764105419315,226,0
"2707",7,0.134268343578599,226,0
"2708",8,-1.38964371261226,226,0
"2709",9,-0.80906634973718,226,0
"2710",10,-0.617493071182146,226,0
"2711",11,0.937346597360175,226,0
"2712",12,0.254536968351128,226,0
"2713",1,0,227,1
"2714",2,0.122992449716121,227,1
"2715",3,-0.577230692655179,227,1
"2716",4,0.676096336249214,227,1
"2717",5,0.676157339787007,227,1
"2718",6,1.40035135656237,227,1
"2719",7,1.03790600578738,227,1
"2720",8,2.11710191979209,227,1
"2721",9,1.14984293529201,227,1
"2722",10,1.46954296971126,227,1
"2723",11,3.2762335671126,227,1
"2724",12,3.32666246099793,227,1
"2725",1,0,228,0
"2726",2,-1.22029001988869,228,0
"2727",3,-0.397663036192572,228,0
"2728",4,-1.19119208593159,228,0
"2729",5,-0.62380873479495,228,0
"2730",6,0.19063804731815,228,0
"2731",7,0.101599164260196,228,0
"2732",8,-0.0630908801579554,228,0
"2733",9,-0.565635372475072,228,0
"2734",10,-0.951349145211057,228,0
"2735",11,-1.89258881281393,228,0
"2736",12,-0.920080908701183,228,0
"2737",1,0,229,1
"2738",2,-0.626278670432229,229,1
"2739",3,-1.99708821937971,229,1
"2740",4,-0.562471987844905,229,1
"2741",5,0.00349340254159813,229,1
"2742",6,0.535457509953502,229,1
"2743",7,-0.485910745190071,229,1
"2744",8,-0.897489002708569,229,1
"2745",9,1.36694230347277,229,1
"2746",10,0.887744608129773,229,1
"2747",11,2.15499125335613,229,1
"2748",12,1.5233032042209,229,1
"2749",1,0,230,1
"2750",2,-0.640801179170015,230,1
"2751",3,-0.91336651130224,230,1
"2752",4,-1.63426613658293,230,1
"2753",5,-5.02860872725487,230,1
"2754",6,-4.02238108736366,230,1
"2755",7,-4.16645063523376,230,1
"2756",8,-3.53803884951781,230,1
"2757",9,-4.72008664280883,230,1
"2758",10,-6.55880755692208,230,1
"2759",11,-5.64156140856665,230,1
"2760",12,-4.3800989158043,230,1
"2761",1,0,231,1
"2762",2,-1.00806370097676,231,1
"2763",3,-1.29089767742376,231,1
"2764",4,-1.60412055408509,231,1
"2765",5,-2.74748454191521,231,1
"2766",6,-0.405542794777245,231,1
"2767",7,-0.0193600132825368,231,1
"2768",8,-0.12706900562949,231,1
"2769",9,-0.509941221422752,231,1
"2770",10,0.3366083356728,231,1
"2771",11,1.12413089636416,231,1
"2772",12,1.08700733544496,231,1
"2773",1,0,232,1
"2774",2,2.11148679782472,232,1
"2775",3,1.98243737297068,232,1
"2776",4,3.01063315782405,232,1
"2777",5,3.30524473493462,232,1
"2778",6,3.38347806620819,232,1
"2779",7,4.77230443743566,232,1
"2780",8,6.94078545248674,232,1
"2781",9,6.81295181046483,232,1
"2782",10,6.75233601763082,232,1
"2783",11,6.75580052470424,232,1
"2784",12,7.17463987711579,232,1
"2785",1,0,233,0
"2786",2,-0.143933087891707,233,0
"2787",3,-0.593501117401434,233,0
"2788",4,-1.24467594384507,233,0
"2789",5,-0.175335439235877,233,0
"2790",6,0.0139326340433656,233,0
"2791",7,1.39087847689985,233,0
"2792",8,1.90761285097882,233,0
"2793",9,1.50412803683725,233,0
"2794",10,0.379732617538487,233,0
"2795",11,-0.0477767300905066,233,0
"2796",12,-0.843182448075529,233,0
"2797",1,0,234,1
"2798",2,0.177841159664472,234,1
"2799",3,-1.05962607808096,234,1
"2800",4,-0.161621283570961,234,1
"2801",5,-0.992616432423353,234,1
"2802",6,-0.272207376942744,234,1
"2803",7,-1.71229386044883,234,1
"2804",8,-1.928192368295,234,1
"2805",9,-1.16394957863318,234,1
"2806",10,-1.47254966947756,234,1
"2807",11,-1.9365992813586,234,1
"2808",12,-3.35281870945067,234,1
"2809",1,0,235,0
"2810",2,-0.50548824336138,235,0
"2811",3,-0.852624927729537,235,0
"2812",4,-1.49775102871593,235,0
"2813",5,-1.50570269717172,235,0
"2814",6,-2.35195793329127,235,0
"2815",7,-1.26257314175338,235,0
"2816",8,-0.737440159805058,235,0
"2817",9,0.332454223603955,235,0
"2818",10,-0.0954229022021879,235,0
"2819",11,-2.19701509504745,235,0
"2820",12,-2.71232440250428,235,0
"2821",1,0,236,0
"2822",2,0.500988374862377,236,0
"2823",3,-0.510190520791528,236,0
"2824",4,-0.141882538041963,236,0
"2825",5,-1.24699632528724,236,0
"2826",6,-1.12752464147526,236,0
"2827",7,-1.43717723484609,236,0
"2828",8,0.787215138937584,236,0
"2829",9,-0.33794414510764,236,0
"2830",10,-0.552350977834497,236,0
"2831",11,-1.07571754995079,236,0
"2832",12,-1.31119964416615,236,0
"2833",1,0,237,0
"2834",2,-0.307173650016514,237,0
"2835",3,0.0400490361342948,237,0
"2836",4,-2.52214501299559,237,0
"2837",5,-2.45977969916793,237,0
"2838",6,-1.82502759263418,237,0
"2839",7,-0.212550000447209,237,0
"2840",8,-1.22068730784968,237,0
"2841",9,-0.275289108259909,237,0
"2842",10,-1.47699362513045,237,0
"2843",11,-2.09156354555256,237,0
"2844",12,-2.75195453000081,237,0
"2845",1,0,238,1
"2846",2,1.88502210279084,238,1
"2847",3,3.83301321556431,238,1
"2848",4,2.77635711248728,238,1
"2849",5,1.7516764840108,238,1
"2850",6,0.261781095872107,238,1
"2851",7,0.887258815826593,238,1
"2852",8,0.635958605327912,238,1
"2853",9,-0.0997931858781054,238,1
"2854",10,-1.02656256237968,238,1
"2855",11,-0.824900523811436,238,1
"2856",12,-0.685801758723685,238,1
"2857",1,0,239,1
"2858",2,1.08703725722758,239,1
"2859",3,0.247441985668454,239,1
"2860",4,-0.744217334032326,239,1
"2861",5,-1.06068292270819,239,1
"2862",6,-1.61248885439559,239,1
"2863",7,-2.06043393713861,239,1
"2864",8,-2.72866328970502,239,1
"2865",9,-2.11526559246196,239,1
"2866",10,-1.72050259415409,239,1
"2867",11,-1.74374359091758,239,1
"2868",12,-0.608265182590701,239,1
"2869",1,0,240,1
"2870",2,-0.245301301151337,240,1
"2871",3,-0.136051369369696,240,1
"2872",4,-1.54857832644026,240,1
"2873",5,-3.69336347630411,240,1
"2874",6,-4.90945254519813,240,1
"2875",7,-4.20579215091678,240,1
"2876",8,-3.88564649740141,240,1
"2877",9,-4.29948376393465,240,1
"2878",10,-5.16461651419961,240,1
"2879",11,-5.07078270175011,240,1
"2880",12,-5.73818572055124,240,1
"2881",1,0,241,1
"2882",2,0.092639524670474,241,1
"2883",3,0.184927194725807,241,1
"2884",4,0.718402132256854,241,1
"2885",5,1.20547148068141,241,1
"2886",6,0.474600375306046,241,1
"2887",7,3.5826405246329,241,1
"2888",8,3.57491750356602,241,1
"2889",9,4.2855196596133,241,1
"2890",10,4.40533798929156,241,1
"2891",11,4.6848141587875,241,1
"2892",12,4.70032806979749,241,1
"2893",1,0,242,0
"2894",2,0.627779551594034,242,0
"2895",3,1.6218376894348,242,0
"2896",4,1.58817322841953,242,0
"2897",5,1.49432739319871,242,0
"2898",6,1.14598017237514,242,0
"2899",7,0.287890524107932,242,0
"2900",8,1.09296324214216,242,0
"2901",9,1.56065032014196,242,0
"2902",10,1.96422526854535,242,0
"2903",11,0.767380196556422,242,0
"2904",12,-0.142565946005377,242,0
"2905",1,0,243,0
"2906",2,1.46245831789779,243,0
"2907",3,1.60292361212158,243,0
"2908",4,0.548963122760774,243,0
"2909",5,1.40417024965023,243,0
"2910",6,0.239932252861867,243,0
"2911",7,0.375652146147183,243,0
"2912",8,1.63803640763009,243,0
"2913",9,1.73491343765653,243,0
"2914",10,1.67118257752512,243,0
"2915",11,1.38088922893196,243,0
"2916",12,1.85535354665585,243,0
"2917",1,0,244,0
"2918",2,-0.456425602669113,244,0
"2919",3,-0.951270757326278,244,0
"2920",4,-0.333383594746033,244,0
"2921",5,-0.818370460093807,244,0
"2922",6,-1.21173545065023,244,0
"2923",7,0.176000178888613,244,0
"2924",8,-1.07494807779503,244,0
"2925",9,-0.736427087544755,244,0
"2926",10,0.567780819304121,244,0
"2927",11,0.790856615282709,244,0
"2928",12,-0.24327489483431,244,0
"2929",1,0,245,1
"2930",2,-0.736540176233108,245,1
"2931",3,0.133388789542677,245,1
"2932",4,-0.0946898594343148,245,1
"2933",5,0.447133236955046,245,1
"2934",6,0.00632284914419229,245,1
"2935",7,-0.664911827301465,245,1
"2936",8,-1.92330996231654,245,1
"2937",9,-1.63677875694427,245,1
"2938",10,-2.94864068851355,245,1
"2939",11,-2.29679888789414,245,1
"2940",12,-1.92812081709161,245,1
"2941",1,0,246,1
"2942",2,-0.121860794752108,246,1
"2943",3,-0.337194383306518,246,1
"2944",4,1.19612248359126,246,1
"2945",5,0.239354680167438,246,1
"2946",6,0.948486551951982,246,1
"2947",7,0.983453318471532,246,1
"2948",8,2.85761035685025,246,1
"2949",9,3.02115564727037,246,1
"2950",10,3.46970372879313,246,1
"2951",11,3.98970850315113,246,1
"2952",12,4.64666502153387,246,1
"2953",1,0,247,0
"2954",2,-0.995269063574169,247,0
"2955",3,-1.59575707384165,247,0
"2956",4,-1.94572186182859,247,0
"2957",5,-0.946202391867032,247,0
"2958",6,-0.512465185791117,247,0
"2959",7,-1.48214433971067,247,0
"2960",8,-3.0758127249651,247,0
"2961",9,-2.3208233835862,247,0
"2962",10,-1.47003007207525,247,0
"2963",11,-0.77779329763618,247,0
"2964",12,-2.70640170124561,247,0
"2965",1,0,248,0
"2966",2,-0.150275002347263,248,0
"2967",3,0.481333303685664,248,0
"2968",4,2.03247596701765,248,0
"2969",5,2.67421336609078,248,0
"2970",6,2.23803826048818,248,0
"2971",7,1.3736879922946,248,0
"2972",8,1.6656171255038,248,0
"2973",9,1.08969440807542,248,0
"2974",10,1.77978649127344,248,0
"2975",11,0.823264454414741,248,0
"2976",12,0.940259553506737,248,0
"2977",1,0,249,1
"2978",2,0.694795734360708,249,1
"2979",3,-0.372931130104097,249,1
"2980",4,0.122747518993769,249,1
"2981",5,0.0972873887038214,249,1
"2982",6,-0.397143812190647,249,1
"2983",7,-1.11078087057339,249,1
"2984",8,-0.673775613547654,249,1
"2985",9,-0.632759004823295,249,1
"2986",10,-0.830110161134246,249,1
"2987",11,-1.83155875681227,249,1
"2988",12,-1.4027166082305,249,1
"2989",1,0,250,0
"2990",2,-1.1356665124779,250,0
"2991",3,-1.67300019936416,250,0
"2992",4,-1.33820639928072,250,0
"2993",5,-2.4751861840395,250,0
"2994",6,-0.396072809579547,250,0
"2995",7,-1.00165673630443,250,0
"2996",8,0.137630919416984,250,0
"2997",9,0.178134419359708,250,0
"2998",10,-0.89218425960273,250,0
"2999",11,-0.956781254596412,250,0
"3000",12,-1.43941955701389,250,0
"3001",1,0,251,0
"3002",2,-0.119484316766466,251,0
"3003",3,1.14397739134918,251,0
"3004",4,2.30365677006855,251,0
"3005",5,2.32231633906817,251,0
"3006",6,3.50866407376096,251,0
"3007",7,3.47270350394006,251,0
"3008",8,2.40184884463659,251,0
"3009",9,1.45925908657705,251,0
"3010",10,0.806518414165235,251,0
"3011",11,1.50355213753541,251,0
"3012",12,2.28113020541552,251,0
"3013",1,0,252,1
"3014",2,-0.50692748324861,252,1
"3015",3,-1.62653238723331,252,1
"3016",4,-0.537584808545471,252,1
"3017",5,-0.876099891023604,252,1
"3018",6,-1.66426576400336,252,1
"3019",7,-1.24640841461164,252,1
"3020",8,-3.70118863912043,252,1
"3021",9,-3.10310657939062,252,1
"3022",10,-3.56527966755471,252,1
"3023",11,-4.92619137996805,252,1
"3024",12,-3.90508524972448,252,1
"3025",1,0,253,1
"3026",2,0.0748630583819929,253,1
"3027",3,0.864124380014749,253,1
"3028",4,-0.399660954994248,253,1
"3029",5,-0.218100784408912,253,1
"3030",6,0.414684956719112,253,1
"3031",7,0.737178619221768,253,1
"3032",8,1.95155306237528,253,1
"3033",9,2.09468196534659,253,1
"3034",10,2.29332853977099,253,1
"3035",11,1.83862212811809,253,1
"3036",12,3.69750875468123,253,1
"3037",1,0,254,0
"3038",2,-0.0640835538585114,254,0
"3039",3,-0.411316613772895,254,0
"3040",4,-1.81473687111457,254,0
"3041",5,-2.03795634271844,254,0
"3042",6,-1.40668155230455,254,0
"3043",7,-2.41399034197647,254,0
"3044",8,-2.78581307168752,254,0
"3045",9,-2.08184875650758,254,0
"3046",10,-0.01560873123633,254,0
"3047",11,-0.0537877102111187,254,0
"3048",12,-0.985850188659297,254,0
"3049",1,0,255,1
"3050",2,1.66844810720657,255,1
"3051",3,1.87670081436386,255,1
"3052",4,2.92858196726916,255,1
"3053",5,2.99461341424834,255,1
"3054",6,3.9149238006676,255,1
"3055",7,3.26090872091626,255,1
"3056",8,3.07826872834917,255,1
"3057",9,4.12059929438848,255,1
"3058",10,3.74014982121323,255,1
"3059",11,3.23886708127497,255,1
"3060",12,2.85960713131721,255,1
"3061",1,0,256,1
"3062",2,-1.00635066713058,256,1
"3063",3,1.19418373793792,256,1
"3064",4,1.49279493907517,256,1
"3065",5,-0.243765582599257,256,1
"3066",6,-1.62565926329623,256,1
"3067",7,-2.61790983320575,256,1
"3068",8,-3.52680072584521,256,1
"3069",9,-4.12472493497695,256,1
"3070",10,-4.02225819423674,256,1
"3071",11,-3.79084753316482,256,1
"3072",12,-3.96022186238864,256,1
"3073",1,0,257,0
"3074",2,-0.823426363732878,257,0
"3075",3,-0.893532661708713,257,0
"3076",4,-0.707442789559353,257,0
"3077",5,-0.311019337586681,257,0
"3078",6,-0.852950993194162,257,0
"3079",7,-1.15431066144005,257,0
"3080",8,-0.523691019756601,257,0
"3081",9,-0.625011824887893,257,0
"3082",10,-0.331690805550944,257,0
"3083",11,0.172654239633022,257,0
"3084",12,-0.228103932042478,257,0
"3085",1,0,258,1
"3086",2,0.648867445447978,258,1
"3087",3,0.338930540203104,258,1
"3088",4,-0.597680024113316,258,1
"3089",5,-0.568302662169815,258,1
"3090",6,-0.156916443340245,258,1
"3091",7,0.54576878829145,258,1
"3092",8,-1.21892131282642,258,1
"3093",9,0.0264614408140955,258,1
"3094",10,1.2471168836765,258,1
"3095",11,2.79785545049366,258,1
"3096",12,3.42379483992283,258,1
"3097",1,0,259,0
"3098",2,1.10282582022269,259,0
"3099",3,2.64966183878045,259,0
"3100",4,1.79846735196794,259,0
"3101",5,2.31136967093421,259,0
"3102",6,4.05666929513103,259,0
"3103",7,2.85600446409963,259,0
"3104",8,3.24396547067167,259,0
"3105",9,4.01204933097029,259,0
"3106",10,2.81042868413094,259,0
"3107",11,2.13813868469508,259,0
"3108",12,0.516951482171413,259,0
"3109",1,0,260,0
"3110",2,0.101418076734498,260,0
"3111",3,-0.432347892071717,260,0
"3112",4,-1.49894839153187,260,0
"3113",5,-1.5572667012668,260,0
"3114",6,-3.24040170941169,260,0
"3115",7,-3.17825168273286,260,0
"3116",8,-2.98131878677187,260,0
"3117",9,-2.62708012672358,260,0
"3118",10,-0.216171314211069,260,0
"3119",11,-0.462971248518277,260,0
"3120",12,-0.0633279182852054,260,0
"3121",1,0,261,1
"3122",2,1.4686091349306,261,1
"3123",3,0.763274545722492,261,1
"3124",4,1.53191311907752,261,1
"3125",5,0.91324851723658,261,1
"3126",6,0.287821460581929,261,1
"3127",7,0.198220146426811,261,1
"3128",8,-0.67890548359309,261,1
"3129",9,0.0559329605436651,261,1
"3130",10,0.184584210163868,261,1
"3131",11,-1.56160860892382,261,1
"3132",12,-1.80262927931465,261,1
"3133",1,0,262,0
"3134",2,-1.63815412722895,262,0
"3135",3,-0.379478163717802,262,0
"3136",4,-1.18948614334135,262,0
"3137",5,-1.79454243006344,262,0
"3138",6,-2.78406093620002,262,0
"3139",7,-2.55187256752215,262,0
"3140",8,-1.39966554433927,262,0
"3141",9,0.393770500333956,262,0
"3142",10,1.04834295998048,262,0
"3143",11,1.24318595657718,262,0
"3144",12,0.911079561902,262,0
"3145",1,0,263,1
"3146",2,-0.438148257871806,263,1
"3147",3,2.05394417133561,263,1
"3148",4,1.85449780991352,263,1
"3149",5,1.46399716062977,263,1
"3150",6,1.88752956963684,263,1
"3151",7,2.24259409686877,263,1
"3152",8,2.73899624204278,263,1
"3153",9,3.45376021854539,263,1
"3154",10,4.81622896089437,263,1
"3155",11,6.33001081164546,263,1
"3156",12,6.72406441134487,263,1
"3157",1,0,264,1
"3158",2,-1.44278052292575,264,1
"3159",3,-0.480914647413953,264,1
"3160",4,0.525820030926194,264,1
"3161",5,1.65342005587354,264,1
"3162",6,1.92049128187261,264,1
"3163",7,2.08996702042641,264,1
"3164",8,2.99564282744877,264,1
"3165",9,1.80555737740449,264,1
"3166",10,1.81120994795599,264,1
"3167",11,2.65711016069227,264,1
"3168",12,2.00878934252594,264,1
"3169",1,0,265,1
"3170",2,0.719125792949037,265,1
"3171",3,0.119007576207291,265,1
"3172",4,0.765314027652945,265,1
"3173",5,1.19819137389162,265,1
"3174",6,1.74846435958818,265,1
"3175",7,2.06597559976122,265,1
"3176",8,2.35241041548327,265,1
"3177",9,2.89757847187708,265,1
"3178",10,4.46333228681421,265,1
"3179",11,3.70744606806253,265,1
"3180",12,3.45301064434591,265,1
"3181",1,0,266,0
"3182",2,-0.548420789277091,266,0
"3183",3,-1.33039145113004,266,0
"3184",4,-1.56006291838201,266,0
"3185",5,-2.79322586503722,266,0
"3186",6,-1.62679337559492,266,0
"3187",7,0.171414203958553,266,0
"3188",8,-0.95855090534033,266,0
"3189",9,-1.57945649308039,266,0
"3190",10,-0.311650504336481,266,0
"3191",11,0.69466317019279,266,0
"3192",12,-0.401269767688453,266,0
"3193",1,0,267,0
"3194",2,0.202129227126439,267,0
"3195",3,0.722282297247128,267,0
"3196",4,0.717169043785002,267,0
"3197",5,-0.152340257826257,267,0
"3198",6,0.538159460481951,267,0
"3199",7,1.9855653165881,267,0
"3200",8,1.74498240517027,267,0
"3201",9,1.39584781099766,267,0
"3202",10,2.22593399231578,267,0
"3203",11,0.335164329273428,267,0
"3204",12,-0.766864932285186,267,0
"3205",1,0,268,1
"3206",2,-0.797991538717294,268,1
"3207",3,-0.316951423636581,268,1
"3208",4,1.78168650185684,268,1
"3209",5,1.3300418033693,268,1
"3210",6,1.32202239434917,268,1
"3211",7,2.0062056613314,268,1
"3212",8,2.02221468920583,268,1
"3213",9,2.50190125861154,268,1
"3214",10,2.1423653351757,268,1
"3215",11,4.03469880720338,268,1
"3216",12,6.21314079801968,268,1
"3217",1,0,269,1
"3218",2,-0.257919032596443,269,1
"3219",3,-1.24638727669331,269,1
"3220",4,-0.459664720734701,269,1
"3221",5,-0.369061887880155,269,1
"3222",6,0.747921374194911,269,1
"3223",7,1.92566412140314,269,1
"3224",8,1.79468373576162,269,1
"3225",9,3.43042894192213,269,1
"3226",10,3.55145605015416,269,1
"3227",11,2.81894228966717,269,1
"3228",12,2.18600171323744,269,1
"3229",1,0,270,1
"3230",2,2.01047316926817,270,1
"3231",3,3.26176504828617,270,1
"3232",4,4.19571406446415,270,1
"3233",5,4.39356842544005,270,1
"3234",6,4.47166991290541,270,1
"3235",7,5.54743026591081,270,1
"3236",8,6.87435022124427,270,1
"3237",9,6.09773595766352,270,1
"3238",10,5.06741177745811,270,1
"3239",11,7.02676053584204,270,1
"3240",12,6.23393342500065,270,1
"3241",1,0,271,1
"3242",2,-0.752750891097566,271,1
"3243",3,0.669462451993494,271,1
"3244",4,0.629265929752619,271,1
"3245",5,1.62051690483566,271,1
"3246",6,1.70310397642183,271,1
"3247",7,2.79620834560578,271,1
"3248",8,3.80799930852882,271,1
"3249",9,3.85707464890844,271,1
"3250",10,2.96549108716272,271,1
"3251",11,3.80759221237732,271,1
"3252",12,5.08783958136566,271,1
"3253",1,0,272,1
"3254",2,0.758600920334392,272,1
"3255",3,1.41927121899422,272,1
"3256",4,2.64178084308901,272,1
"3257",5,1.44947730315795,272,1
"3258",6,0.0425702773439103,272,1
"3259",7,-0.837731930450182,272,1
"3260",8,-1.39474078609055,272,1
"3261",9,-2.22564050526336,272,1
"3262",10,-3.42252054318417,272,1
"3263",11,-4.40513514512635,272,1
"3264",12,-4.17758098444638,272,1
"3265",1,0,273,1
"3266",2,-0.72220414854875,273,1
"3267",3,-0.677616221655791,273,1
"3268",4,-1.88672906775172,273,1
"3269",5,-0.276614832737244,273,1
"3270",6,1.00391412501461,273,1
"3271",7,1.57402972072303,273,1
"3272",8,0.0100770463273607,273,1
"3273",9,2.70221091034405,273,1
"3274",10,2.80246045216041,273,1
"3275",11,1.91208229581158,273,1
"3276",12,1.25138335725506,273,1
"3277",1,0,274,1
"3278",2,-1.63840754133724,274,1
"3279",3,-0.078253192704117,274,1
"3280",4,-0.204278031303518,274,1
"3281",5,-0.574983912444788,274,1
"3282",6,-0.611171445706492,274,1
"3283",7,-0.0946732521585472,274,1
"3284",8,-0.408567771352051,274,1
"3285",9,-2.09164445226566,274,1
"3286",10,-3.41831171479486,274,1
"3287",11,-3.00106043434268,274,1
"3288",12,-3.65043292863981,274,1
"3289",1,0,275,1
"3290",2,1.62685614875687,275,1
"3291",3,1.07242154020207,275,1
"3292",4,2.05689791528453,275,1
"3293",5,0.793191442554742,275,1
"3294",6,0.790893488532214,275,1
"3295",7,0.456994253933639,275,1
"3296",8,-1.70641509198075,275,1
"3297",9,-1.71007636230938,275,1
"3298",10,-2.94586708994383,275,1
"3299",11,-5.05046072599522,275,1
"3300",12,-4.50589919625895,275,1
"3301",1,0,276,0
"3302",2,-0.311160175095183,276,0
"3303",3,-0.290038829439884,276,0
"3304",4,-0.951532781617577,276,0
"3305",5,-0.857237154085518,276,0
"3306",6,0.865589074268746,276,0
"3307",7,0.0451227281109557,276,0
"3308",8,-0.666929807993181,276,0
"3309",9,1.27919907475873,276,0
"3310",10,0.83260207050206,276,0
"3311",11,0.335301747631144,276,0
"3312",12,-0.228015840597067,276,0
"3313",1,0,277,1
"3314",2,-0.556514386167929,277,1
"3315",3,1.0922970619801,277,1
"3316",4,2.1206130300602,277,1
"3317",5,0.882243887151784,277,1
"3318",6,-0.521068961088112,277,1
"3319",7,-1.20362113391088,277,1
"3320",8,-2.16138050793584,277,1
"3321",9,-2.36817168823334,277,1
"3322",10,-1.20803946531341,277,1
"3323",11,-1.29526420446703,277,1
"3324",12,-0.555319444120828,277,1
"3325",1,0,278,1
"3326",2,0.390130015047018,278,1
"3327",3,-0.418169368670916,278,1
"3328",4,0.191513651358538,278,1
"3329",5,-0.0907033816526326,278,1
"3330",6,0.453900822244274,278,1
"3331",7,0.951725511965222,278,1
"3332",8,1.57715921797301,278,1
"3333",9,2.69534655632063,278,1
"3334",10,3.53917589619383,278,1
"3335",11,4.70313503063446,278,1
"3336",12,3.11666884848672,278,1
"3337",1,0,279,1
"3338",2,-0.639901049000622,279,1
"3339",3,-0.522516061387845,279,1
"3340",4,-0.345793806938376,279,1
"3341",5,1.14146003373507,279,1
"3342",6,1.76715594429431,279,1
"3343",7,2.39736309940588,279,1
"3344",8,2.97029912875964,279,1
"3345",9,2.22525531251264,279,1
"3346",10,1.61503995885793,279,1
"3347",11,2.09249451595426,279,1
"3348",12,3.16229548301959,279,1
"3349",1,0,280,1
"3350",2,-1.30789150575686,280,1
"3351",3,-0.549662534909856,280,1
"3352",4,-0.141511438101504,280,1
"3353",5,-0.642929859852674,280,1
"3354",6,0.102995155029962,280,1
"3355",7,0.468173799482308,280,1
"3356",8,0.411964003314381,280,1
"3357",9,-0.295843878434979,280,1
"3358",10,0.398573671632178,280,1
"3359",11,0.610422921490734,280,1
"3360",12,1.90944784554734,280,1
"3361",1,0,281,1
"3362",2,0.1985737082854,281,1
"3363",3,-1.06636139537042,281,1
"3364",4,-0.236855544922251,281,1
"3365",5,-0.528022419274174,281,1
"3366",6,-1.36182299801928,281,1
"3367",7,-1.02282754620515,281,1
"3368",8,-0.504696722431438,281,1
"3369",9,0.571732903401147,281,1
"3370",10,0.957088081086152,281,1
"3371",11,2.32111904375465,281,1
"3372",12,3.25564951856739,281,1
"3373",1,0,282,0
"3374",2,0.705543608851439,282,0
"3375",3,-0.478335333639785,282,0
"3376",4,0.611595607931137,282,0
"3377",5,0.857822957541998,282,0
"3378",6,0.536123203565984,282,0
"3379",7,-0.0607035012911341,282,0
"3380",8,-0.251835702024831,282,0
"3381",9,0.420879280258317,282,0
"3382",10,0.066573657839785,282,0
"3383",11,-0.435868285626686,282,0
"3384",12,-0.216410920088671,282,0
"3385",1,0,283,0
"3386",2,-0.0521530135939641,283,0
"3387",3,0.475068448137682,283,0
"3388",4,2.60232119368298,283,0
"3389",5,3.12651011935473,283,0
